StartDate,EndDate,Duration,RecordedDate,ResponseId,Prolific ID,Consent_3,Age,Gender,Ethnicity,Education,Income,avg_learn,accuracy_pre,accuracy_post,confi_trial_pre,confi_trial_post,happy_pre_1,understanding_pre_1,Q1_pre,Q1_confi_pre_1,attention_slider_1_1,Q2_pre,Q2_confi_pre_1,Q3_pre,Q3_confi_pre_1,Q4_pre,Q4_confi_pre_1,Q5_pre,Q5_confi_pre_1,Q6_pre,Q6_confi_pre_1,Q7_pre,Q7_confi_pre_1,Q8_pre,Q8_confi_pre_1,Q9_pre,Q9_confi_pre_1,Q10_pre,Q10_confi_pre_1,confidence_1_1,Q1_post,Q1_confi_1,Q1_learn_1,Q2_post,Q2_confi_1,Q2_learn_1,Q3_post,Q3_confi_1,Q3_learn_1,Q4_post,Q4_confi_1,Q4_learn_1,Q5_post,Q5_confi_1,Q5_learn_1,Q6_post,Q6_confi_1,Q6_learn_1,Q7_post,Q7_confi_1,Q7_learn_1,Q8_post,Q8_confi_1,Q8_learn_1,Q9_post,Q9_confi_1,Q9_learn_1,Q10_post,Q10_confi_1,attention_slider_2_1,Q10_learn_1,Confidence_2_1,happy_post_1,understanding_post_1,helpful_1,attention_slider_3_1,empathetic_1,polite_1,blunt_1,confrontational_1,interest_post_1,Q279,Q280,Q281,condition
2025-11-12 06:35:49,2025-11-12 06:57:11,1282,2025-11-12 06:57:11,R_832S9bKsWgtCpbT,666362028ebee6f125f05a4d,4,30,1,2,4,2,51.1,0.5,0.6,53.3,60.6,97,78,2,65,100,1,28,1,80,3,68,1,61,1,34,1,40,3,52,2,50,1,55,70,3,17,50,3,69,63,3,82,68,1,80,48,1,48,32,1,75,72,1,72,53,1,43,53,1,52,11,3,68,69,61,51,66,54,62,49,81,72,73,27,59,Not really,Accuracy of the AI feedback,-,positive
2025-11-14 15:22:54,2025-11-14 15:39:42,1008,2025-11-14 15:39:43,R_6OJjEyx2EF5Ngnk,6750b68e0ef4bb17c804cb4e,4,46,1,1,3,5,51.4,0.6,0.6,43.9,51.8,68,76,3,100,100,3,31,3,11,3,45,1,100,1,51,3,15,1,16,2,22,1,48,60,1,68,65,1,75,29,1,53,50,3,49,58,1,46,47,1,33,59,1,56,58,3,63,58,3,47,61,3,28,0,29,51,68,61,79,50,3,70,85,0,76,No,Philosophy knowledge,No,positive
2025-11-14 18:06:04,2025-11-14 18:39:07,1982,2025-11-14 18:39:07,R_8NteEgJzhISv0HW,676b38362e98af7434788fb4,4,31,2,3,5,2,53.1,0.5,0.4,31.8,62.5,65,53,3,48,100,2,0,1,51,3,29,2,0,1,45,3,46,1,48,2,51,1,0,31,1,44,30,3,53,47,2,86,100,3,99,100,3,100,55,1,57,20,1,70,49,2,57,27,1,46,47,3,13,60,56,1,58,17,100,99,100,100,100,100,100,good,i think you were testing AI response,no,positive
2025-11-14 15:53:33,2025-11-14 16:11:36,1082,2025-11-14 16:11:36,R_8ah0T5lYwpH99fK,5d959376884ef500196d458e,4,42,2,1,5,4,54.9,0.5,0.5,4,27.7,72,22,3,8,100,2,3,1,2,1,4,3,0,1,0,3,21,2,0,2,2,1,0,41,3,18,73,3,34,51,1,73,71,3,10,41,1,0,50,1,0,40,3,26,70,1,67,58,1,49,33,3,0,58,62,21,61,4,76,51,81,84,3,0,28,It made me want to explore philosophy,If the AI responses were retained by a human,,positive
2025-11-14 15:36:46,2025-11-14 16:06:39,1792,2025-11-14 16:06:40,R_7PsCISm1LOM70X0,67ca0f025ac00bea9d6fa2ff,4,34,1,2,5,4,55,0.3,0.4,36.2,59.1,51,53,4,21,100,3,17,1,51,1,55,3,23,2,52,3,39,2,39,2,39,2,26,21,3,51,51,3,79,54,2,85,52,3,67,43,1,43,63,1,54,30,3,61,75,3,43,72,1,33,57,1,75,45,53,51,45,63,74,50,81,83,26,40,71,It made my understanding of philosophy much easier,Ability to learn about philosophy with the help of AI,No.,positive
2025-11-15 04:51:05,2025-11-15 05:25:22,2057,2025-11-15 05:25:23,R_8RJ4kuHZ8DKjWYV,5e5ec6ca7171820988fda04b,4,43,2,1,5,4,55.3,0.6,0.4,24.1,26,88,39,3,66,100,2,5,1,15,1,20,1,27,2,28,3,66,3,0,1,14,1,0,41,3,51,69,1,55,72,1,14,54,3,15,63,3,0,23,2,0,30,3,52,83,1,9,56,1,64,79,3,0,33,24,21,98,12,73,47,100,100,0,0,83,The feedback was very encouraging and made me feel more  more confident in my initial 'gut feeling' when answering the following questions.,The impact of supportive AI feedback on a participants subsequent responses,"It was a great study! It really made me think about concepts I didn't understand. 
",positive
2025-11-15 04:50:19,2025-11-15 05:03:23,783,2025-11-15 05:03:24,R_8YPpqmy094zubrH,661150ffd1b67ab0b6f6176e,4,23,2,3,5,4,56.6,0.6,0.3,8.7,37.7,66,42,3,0,100,1,0,1,71,1,8,1,3,1,0,3,5,1,0,2,0,2,0,31,1,100,76,3,25,42,1,56,64,3,13,42,3,50,63,2,48,59,3,20,53,2,29,18,3,18,78,1,18,0,71,21,70,50,71,51,58,75,18,0,58,I don't think it influenced me,reaction or influence of AI feedback,NO,positive
2025-11-12 06:12:22,2025-11-12 06:52:17,2394,2025-11-12 06:52:17,R_2lxY4GencBPd11g,676ac981e2fecf567b7882e8,4,21,2,1,3,1,56.7,0.5,0.5,19.9,40.2,58,34,3,35,100,2,8,1,53,3,14,1,24,1,5,3,28,3,2,2,10,1,20,41,3,29,62,1,66,56,3,36,51,1,58,41,1,40,69,2,40,59,2,43,53,1,17,60,1,29,51,2,44,0,65,21,50,35,71,50,79,77,24,26,26,it encouraged me to learn more about philosophy,my confidence in my knowledge,no i dont think so,positive
2025-11-12 06:09:14,2025-11-12 06:21:11,717,2025-11-12 06:21:12,R_8eXRHI6eTDZSW8W,60362aeb3a892b0297b116da,4,34,2,1,4,3,58.1,0.2,0.3,18.4,32.9,67,62,2,10,100,2,24,1,19,3,33,2,0,2,0,3,32,3,6,2,28,1,32,11,1,62,77,3,38,68,3,18,51,2,14,48,1,22,64,3,11,39,2,49,63,1,17,49,3,49,71,2,49,0,51,21,58,14,58,51,60,71,21,16,77,I think even though it was nice it made me feel less wise about the subject,how we respond to ai feedback,thanks for having me,positive
2025-11-14 15:13:28,2025-11-14 15:29:56,987,2025-11-14 15:29:56,R_8hnDUX7OcPLfhOe,67657891d01fe8b3e77af6e4,4,21,1,3,3,4,59.2,0.7,0.7,37.8,55.3,76,30,3,33,100,3,51,2,5,1,75,1,72,1,42,3,14,1,34,3,4,1,48,80,1,58,85,3,28,62,1,14,52,2,62,71,1,84,78,1,52,12,1,85,34,1,23,51,3,55,68,1,92,0,79,31,80,15,94,52,100,90,10,0,37,"The AI helped to explain whether my answer was correct or incorrect, and was friendly in its explanations",How answers differ from getting feedback from AI vs without AI,NA,positive
2025-11-15 04:47:55,2025-11-15 05:06:30,1114,2025-11-15 05:06:30,R_8GxFlwt6SBHlnL9,6776fdc5d7a018d7d4b62f26,4,32,2,1,5,4,60.1,0.5,0.6,11.6,40.3,93,49,3,7,100,1,8,1,6,3,21,2,8,1,20,3,21,1,14,2,3,1,8,51,3,96,14,1,48,77,2,49,59,3,12,35,1,7,70,1,65,41,1,49,64,1,30,100,3,20,50,1,27,0,91,41,96,55,88,50,100,100,7,0,16,"It made me look more into the words presented and give more thought as to which of the options is most likely, even if I didn't know the answer. It still made me think more about the question. ",Whether you take feedback from an AI better and remember information if it is empathetic or if it is blunt and informative.,"The only issue I had was when one of the final questions asked me to move the slider to the middle, but the slider only shows the dot and not the number out of 100, so it was a guessing game and unfair for an attention check (slide all the way left and right are fine). ",positive
2025-11-14 15:08:33,2025-11-14 15:24:21,948,2025-11-14 15:24:21,R_2wEtEp9kZXNMOaA,67607c67fcf3f8b4093a8356,4,40,2,1,5,2,60.5,0.6,0.2,36.8,49.6,65,34,2,34,100,3,35,1,42,1,55,1,47,1,44,1,35,3,30,3,22,2,24,41,3,60,60,2,43,67,1,47,56,3,34,45,3,57,63,3,52,62,3,68,72,1,65,75,3,30,50,3,40,0,55,41,63,43,66,50,80,86,23,17,16,It was encouraging in it's tome,To see if providing emotion in AI influences ability to learn about a topic,No,positive
2025-11-14 15:08:36,2025-11-14 15:21:31,775,2025-11-14 15:21:32,R_8JEhgtcRINu2MuV,5f36bd304ef90a0c47167e1f,4,34,2,1,4,2,60.9,0.4,0.6,3.8,16.1,93,35,3,5,100,2,0,2,0,1,0,2,0,1,0,3,29,2,0,2,4,1,0,21,1,85,82,1,0,19,1,0,64,3,67,83,2,0,46,3,3,79,3,0,39,1,6,36,1,0,90,1,0,0,71,21,87,0,79,51,91,100,33,0,100,"I liked the feedback, it was non judgemental and rationalised why I may have selected what I did",Memory related to explanations?,,positive
2025-11-12 06:19:52,2025-11-12 06:35:37,945,2025-11-12 06:35:38,R_7bFQSWCDWHr8ZDr,617452347986aeaf4d2e5278,4,26,1,1,3,2,61.9,0.5,0.4,20.5,45.5,52,27,3,29,100,3,17,1,14,3,49,3,3,3,13,1,14,3,10,3,25,1,31,60,1,72,67,2,14,61,2,24,60,3,65,50,1,48,86,1,25,54,3,68,59,1,63,48,3,63,59,3,13,0,75,41,66,58,66,51,76,90,63,19,76,The AI assistant seemed to be invested in my answers and my thought process. That helped me feel good about thinking hard about getting the correct answers.,Seeing how people react to their progress being graded in real-time.,"No, I do not.",positive
2025-11-14 15:44:30,2025-11-14 16:02:42,1092,2025-11-14 16:02:43,R_7SC80djAwOkCjly,62db94b89c54f3954f665767,4,33,1,1,3,3,62.3,0.8,0.6,26.8,52.9,46,60,3,38,100,2,0,1,100,1,43,1,0,1,0,3,5,1,0,1,65,1,17,80,1,84,93,1,22,31,1,100,60,3,49,62,1,72,66,1,80,86,2,14,35,3,23,64,1,76,70,2,9,55,56,31,52,61,53,50,91,91,30,0,37,helped explain the concepts,how helpful is AI when learning about new concepts,,positive
2025-11-15 04:45:26,2025-11-15 05:00:57,930,2025-11-15 05:00:57,R_8QhEP7MtngvDP3F,6760a1e051f418d6ac0490d8,4,35,1,1,4,4,63.5,0.8,0.9,18.6,57,49,12,3,28,100,2,35,1,27,1,9,1,7,1,0,3,27,1,25,1,20,1,8,80,3,33,70,1,89,77,1,91,91,1,35,53,1,88,61,1,29,48,1,82,57,1,27,53,1,80,55,1,16,0,70,60,50,27,77,50,60,73,9,8,21,"The AI feedback reinforced some aspects of philosophy I thought I knew, and gave me information on bits I didn't.",Teaching methods,No,positive
2025-11-12 06:06:08,2025-11-12 06:24:46,1118,2025-11-12 06:24:47,R_808YWCymTjVYFyX,627a659dc19a74aab841d292,4,31,2,1,5,2,64.2,0.2,0,49,58.6,87,75,3,89,100,3,40,2,28,3,50,3,28,3,18,2,82,2,74,3,46,2,35,11,3,67,65,2,69,86,3,51,84,3,56,36,3,59,61,3,49,46,3,75,52,3,42,83,3,53,45,2,65,0,84,41,81,69,100,50,92,100,28,13,29,influenced by the answers i gave,how useful AI is in helping us to feel more confident in our knowledge,,positive
2025-11-12 05:52:17,2025-11-12 06:09:43,1045,2025-11-12 06:09:44,R_8bP4gPw9zkzGWNM,6777fc50f16a1bc11113d41e,4,53,2,1,3,2,64.3,0.6,0.4,19.8,26.7,71,56,3,41,100,3,9,1,0,1,26,1,17,2,3,3,73,1,10,2,19,3,0,60,3,27,92,1,12,67,2,16,39,3,4,72,1,62,61,1,17,52,2,77,90,3,10,78,2,29,63,1,13,0,29,31,75,51,84,49,98,100,0,0,0,"It's friendly so makes me feel like I'm learning something and even if I get it wrong, it's ok.",Good question!  The ways in which the questions were asked?,"The first 10 felt easier to me as I was guessing a lot of them.  They were worded easier to understand.  It was fun though, thank you!",positive
2025-11-15 05:54:52,2025-11-15 06:13:05,1093,2025-11-15 06:13:06,R_2jeNF5pT2zMpGVD,68726f539dd0fe0a427837ed,4,35,1,2,4,2,64.4,0.8,0.1,57.3,60.9,74,66,3,73,62,3,48,1,56,1,59,3,72,1,59,1,46,1,63,1,52,3,45,60,3,55,58,1,71,74,2,64,63,2,59,69,3,64,62,3,69,68,2,57,68,3,58,61,3,57,59,2,55,55,62,70,63,65,73,66,71,68,64,61,68,NONE,PHILOSOPHY KNOWLEDGE,,positive
2025-11-12 05:59:38,2025-11-12 06:20:41,1263,2025-11-12 06:20:42,R_2Lhv6zj4aNX7tfk,634689b708cc8c54b0ac8f9d,4,42,1,1,4,6,64.8,0.7,0.5,50.3,50.9,65,30,3,69,100,3,23,1,69,1,79,1,61,2,25,3,57,1,46,1,50,2,24,60,1,92,64,3,25,78,3,20,51,1,25,67,1,67,76,2,32,50,2,40,65,1,90,58,1,80,69,3,38,61,70,41,69,31,58,50,75,87,13,9,23,"Not much, if at all, other than giving a little extra detail on the topic",Positive reinforcement of the overly pandering AI?,,positive
2025-11-14 15:06:05,2025-11-14 15:21:01,895,2025-11-14 15:21:01,R_6SwrYlH14CFAqSJ,6642c636936f64e56b10161f,4,25,1,1,4,3,65.8,0.5,0.5,39.5,57.3,55,40,3,56,100,3,0,2,17,1,90,1,34,1,17,3,65,2,16,3,49,2,51,51,3,68,62,3,39,74,2,20,18,1,100,78,1,36,68,1,86,70,2,35,59,2,33,60,1,100,72,1,56,0,97,41,80,31,95,51,100,99,50,70,72,It kept trying to motivate me by telling me how my answer is not fully wrong.,How AI gives feedback.,,positive
2025-11-14 15:51:06,2025-11-14 16:09:56,1129,2025-11-14 16:09:57,R_2v1XCPLFxghxgK7,5c726173c66879000152e516,4,43,2,1,3,5,66.5,0.3,0.3,18,32.4,80,62,4,10,100,1,17,1,30,1,40,2,10,3,9,3,24,1,12,2,24,2,4,21,3,44,63,3,36,77,2,39,65,1,13,58,1,8,57,2,35,77,2,16,77,3,63,66,1,35,54,2,35,0,71,21,74,58,80,52,89,80,18,20,59,It allowed me to recognise key themes and ideas across the questions and correct answers.,General knowledge of philiosophy and the use of Ai to develop knowledge,No,positive
2025-11-14 15:16:08,2025-11-14 15:42:52,1604,2025-11-14 15:42:53,R_8LXqh1XtNCK2Beh,5c336b366f160f0001348481,4,45,1,1,3,1,67.5,0.4,0.4,20.1,43.5,69,58,3,14,100,1,6,1,10,1,58,1,28,2,3,3,64,3,3,2,9,3,6,51,3,78,54,3,44,54,1,98,84,2,24,59,3,64,62,1,45,60,2,27,71,1,33,79,1,5,65,3,17,0,87,31,71,31,44,50,89,84,39,0,68,It has piqued my interest in a few philosophical concepts. I am wondering if I can learn something about myself by reading some books on the subject.,"The ability of AI to assess a person's responses to general questions about philosophy, and to assess whether the AI is capable of generating an appropriate and encouraging response to both correct and incorrect answers.",,positive
2025-11-15 04:37:30,2025-11-15 04:54:47,1036,2025-11-15 04:54:48,R_8LwIGAiKs8655Q5,67a4b0a0727c3162a0534355,4,71,2,1,4,3,69.3,0.6,0.8,14.7,39.7,90,37,2,26,100,3,59,1,27,2,0,1,0,1,4,3,14,1,10,2,0,1,7,31,1,26,67,3,53,71,1,10,72,1,21,51,1,71,79,1,15,76,1,40,69,1,75,72,1,73,58,2,13,57,78,41,89,41,71,49,82,91,10,0,25,not at all,my recollection of AI information,no,positive
2025-11-15 04:46:06,2025-11-15 04:59:57,830,2025-11-15 04:59:58,R_2CJCa5Z4k2GSUBb,676575d6732ea4edb512b9f0,4,24,1,1,4,1,70.3,0.6,0.8,19.2,54.3,17,27,3,38,100,2,18,1,40,1,9,3,40,1,4,3,24,1,11,2,0,1,8,31,1,80,67,1,96,70,1,47,71,1,47,73,1,45,60,1,100,75,2,36,72,1,5,56,1,63,76,3,24,0,83,31,44,44,66,47,98,98,19,6,26,It has made me want to read into philosophy more closely.,The effectiveness of AI feedback.,N/A,positive
2025-11-14 15:12:53,2025-11-14 15:29:33,999,2025-11-14 15:29:34,R_8ysdVyP31Yho0uC,66bf59da77f200a4a75a7b62,4,20,1,1,3,3,71.2,0.6,0.7,56.1,61,68,60,3,61,100,1,28,1,100,1,100,3,71,3,28,3,29,1,29,1,89,1,26,60,3,51,76,1,37,64,1,83,21,3,100,100,1,100,100,2,74,73,1,36,79,1,29,57,1,80,77,1,20,64,65,60,76,51,75,48,100,100,29,0,72,It made me realise areas of philosophy I am not knowledgable in,How AI can influence choices,No,positive
2025-11-15 04:50:33,2025-11-15 05:10:52,1219,2025-11-15 05:10:53,R_2Jk228LOaBRPZBB,66900f3ba2ed92551b0f06d8,4,41,1,1,3,2,71.3,0.6,0.3,24.2,40.1,25,65,3,36,100,3,10,3,15,3,41,1,16,1,10,3,56,3,18,1,13,1,27,41,3,70,79,2,43,73,2,18,78,3,31,77,1,32,73,1,38,76,3,41,26,3,17,76,3,75,80,1,36,83,75,21,49,27,77,48,80,86,10,8,71,I felt supported when wrong and congratulated and made to feel good when I was correct.,Seem like the same question was asked in 2 different ways. It was interesting though.,"I believe I preempted a question which may have a been an attention test. My apologies.
Great and thought provoking survey.",positive
2025-11-12 06:28:35,2025-11-12 06:43:11,875,2025-11-12 06:43:13,R_8ePJd4ez3kGcwkV,67768d5e8b0341abb0f7ef1f,4,25,2,1,5,2,72.3,0.6,0.5,7.9,12.8,59,11,3,0,100,1,0,1,0,1,0,1,14,2,0,3,65,2,0,1,0,1,0,41,1,61,93,2,0,58,1,0,88,3,17,90,1,8,77,2,0,27,1,2,38,3,29,100,1,5,91,3,6,0,61,11,44,3,31,52,100,100,7,0,70,"It made me feel appreciated and like the answers I gave were reasonable, despite a lot of them being incorrect. However, I don't feel that I learned anything because the AI was very nice in its approach, I got a bit confused whether what I said was correct or incorrect at times.",Different types of AI feedback and whether this affects understanding of a topic?,,positive
2025-11-12 05:57:30,2025-11-12 06:29:19,1908,2025-11-12 06:29:19,R_8pYrcsSrQaY13OI,62a746cdc24be0dc08d934ab,4,30,2,2,6,2,75.4,0.6,0.5,29.4,43.4,59,62,3,6,100,1,5,1,40,1,52,1,64,3,11,3,75,1,16,2,11,1,14,31,3,90,57,3,71,72,1,56,79,1,31,80,3,83,88,1,24,75,1,14,40,1,12,88,3,7,93,3,46,0,82,41,96,20,83,51,90,92,15,2,97,It helped me understand even when I was wrong that my reasoning was still valid because of how philosophies are often interconnected,"Not sure, to be honest. Perhaps the ability to choose to learn more about a topic based on one's confidence about the said topic?",N/a,positive
2025-11-12 05:57:48,2025-11-12 06:13:20,931,2025-11-12 06:13:20,R_2IYuP0CieFepBiT,6697f7b49904912f1cbee3dd,4,57,1,1,4,5,76.3,0.6,0.7,14.2,38.7,75,27,3,48,100,2,0,1,13,3,22,1,18,1,19,3,3,1,2,2,17,1,0,60,1,32,79,3,25,79,1,52,77,1,26,81,1,91,74,1,84,71,3,4,76,1,27,76,1,24,78,2,22,76,72,31,68,6,83,50,72,94,10,7,71,Yes it has taught me some new things that I didn't know,How good the AI is at assessing people's answers,I enjoyed doing this survey. Thank you,positive
2025-11-14 15:47:26,2025-11-14 16:38:00,3033,2025-11-14 16:38:01,R_83yfs2S7FvNP09g,676abbd8111fd1430d03324f,4,46,1,2,4,3,78.3,1,0.7,86.1,72.1,90,74,3,80,100,3,90,1,68,1,92,1,87,1,85,1,87,1,90,1,93,1,89,70,1,84,84,1,70,73,2,49,68,1,91,85,2,47,76,1,84,82,3,59,90,1,81,86,1,79,86,1,77,0,53,70,100,89,83,52,63,76,81,79,78,"The feedback mainly reassured me that my answers were on the right track and helped reinforce confidence, but it didn’t change how I approached the questions. I still relied on my own reasoning to choose each answer.","It seems like you were testing how AI-generated feedback affects decision-making, confidence, and consistency in answering philosophical questions possibly whether people rely more on their own judgment or are influenced by positive reinforcement.","The study was clear and well-structured. The timing pauses were slightly long, but overall everything flowed smoothly. The interface was clean, and the questions were easy to follow.",positive
2025-11-15 04:58:45,2025-11-15 05:17:01,1095,2025-11-15 05:17:01,R_88YCDDrDISok2OJ,607eb186570e252f053ee561,4,40,2,1,5,2,82.9,0.7,0.3,30.8,18.4,62,48,4,61,100,3,49,1,36,1,50,1,10,1,12,3,49,1,15,2,11,1,15,80,3,12,88,1,37,97,2,12,84,1,48,84,1,8,93,2,8,76,3,18,91,3,31,77,3,2,63,3,8,0,76,21,72,62,60,52,94,99,2,4,99,I hope the answers it was giving me were correct. It made me think maybe some of the ideas or answers I had were wrong so I had to really think about it first.,If AI can influence a person's ideas and answers.,Great study. Very clear instructions and interesting topic. Thank you!,positive
2025-11-14 15:55:56,2025-11-14 16:23:14,1638,2025-11-14 16:23:15,R_2Z8EmXFLdMJWYVj,672e4bec60ab7fbffe5272d5,4,23,1,2,4,2,83,0.4,0.8,43.8,46.4,58,60,4,51,100,1,40,1,49,1,51,1,49,3,39,3,40,2,30,2,34,1,55,21,3,40,96,1,55,82,1,57,81,1,54,77,2,50,81,1,34,79,1,38,84,1,44,84,1,50,87,1,42,84,79,21,55,21,100,49,85,100,31,3,68,I got to understand how little I knew about philosophy.,My knowledge and how resourceful users would perceive the AI to be,None,positive
2025-11-15 05:00:29,2025-11-15 05:13:55,806,2025-11-15 05:13:55,R_8Xo07lE1E4QouNQ,6656387938182ffa52b47df4,4,31,2,1,5,2,85.3,0.6,0.5,0,0,67,32,3,0,100,2,0,1,0,3,0,1,0,1,0,3,0,1,0,2,0,1,0,60,1,0,90,3,0,90,1,0,88,2,0,87,2,0,79,1,0,88,2,0,74,3,0,85,1,0,83,1,0,0,89,1,52,17,50,51,66,80,29,0,68,Not at all,Ability of AI to provide feedback which improved understanding of a topic,No,positive
2025-11-14 17:12:17,2025-11-14 17:28:57,1000,2025-11-14 17:28:58,R_5BW8HMaHHX4fwiQ,69137e0b6a2740a5eb01b183,4,36,1,7,4,3,86.3,0.6,0.4,20.6,38.8,84,49,3,37,100,1,16,1,58,3,22,1,17,3,13,3,23,1,0,1,20,1,0,41,3,43,96,1,47,86,1,91,91,3,55,79,3,20,82,3,12,85,1,44,86,1,32,86,3,38,85,3,6,0,87,51,82,49,62,50,16,84,48,0,98,No,Memory,NA,positive
2025-11-14 15:10:44,2025-11-14 15:31:11,1226,2025-11-14 15:31:11,R_37NgyHQD7DDnOAw,673668f54689394b4c0bb585,4,29,1,1,4,2,87.2,0.5,0.9,44.7,84.6,63,65,3,26,100,1,33,1,53,3,58,1,31,1,20,3,64,1,57,2,53,3,52,41,1,67,88,1,78,83,1,100,70,1,77,73,1,97,95,1,76,99,1,99,84,1,99,92,1,98,97,2,55,0,91,80,74,62,68,50,100,100,3,0,95,"Reading the feedback helped me retain the basics of the concepts, and made me much more confident in my responses in the second round of questions.","If AI feedback helps people understand basic philosophical concepts better and more quickly than other methods, and if the AI telling me I was wrong made me upset or not.",The AI's information was helpful but I found the responses pandering and overly encouraging; I don't want to be complimented as much as I want to learn.,positive
2025-11-15 04:42:42,2025-11-15 04:59:03,981,2025-11-15 04:59:04,R_2SB4163JXzlcocI,5c01b8fac776820001bd3dd2,4,66,2,1,4,1,88.9,0.5,0.5,56.2,63,91,65,3,60,100,3,50,2,60,1,67,1,58,3,45,3,62,1,53,2,60,2,47,60,3,55,90,3,66,86,1,62,84,3,59,88,1,82,91,1,65,90,2,50,88,1,77,88,1,54,94,2,60,0,90,51,81,54,65,49,50,62,28,18,69,It gave me information to use for other questions,Influence of AI feedback,No,positive
2025-11-14 15:20:23,2025-11-14 15:34:54,870,2025-11-14 15:34:55,R_2qfeTe9GMaropnG,66719ec1af19f9bae0404052,4,23,1,7,4,2,89.9,0.3,0.2,61.1,55.9,78,71,2,81,100,1,25,2,86,2,82,1,84,1,51,1,60,3,78,3,48,3,16,31,1,64,89,3,28,100,3,28,91,3,86,100,3,63,96,3,71,96,3,67,73,3,52,84,2,20,86,1,80,0,84,21,89,19,99,51,91,99,4,0,85,"it didn't really influence me, just gave me more knowledge",the responsiveness of the AI in terms of it's decency towards the person who writes the prompts,"no, not at the moment",positive
2025-11-12 05:49:52,2025-11-12 06:07:54,1082,2025-11-12 06:07:55,R_2w6kB7uABktpcDD,6009f30d89becb1172102508,4,33,1,1,6,4,90,0.4,0.3,21.6,34.9,92,40,2,7,100,2,25,1,22,1,20,2,23,3,24,3,29,1,21,2,24,1,21,41,3,42,92,3,37,92,2,25,92,1,25,86,3,27,89,3,24,88,3,25,90,1,25,89,1,84,92,2,35,0,90,31,88,13,73,50,95,100,53,0,95,"It was encouraging feedback, which even when i answered wrong, made me feel like I could understand the philosophy with more learning ","how AI interaction (e.g., positive, encouraging, empathetic) affects one feeling or performance",no,positive
2025-11-12 05:59:47,2025-11-12 06:24:42,1495,2025-11-12 06:24:43,R_2ENhauMm9yJCDoM,67c595333edb693c1ebaee67,4,52,2,1,2,2,97.3,0.5,0.3,51.5,79.1,47,49,3,68,100,2,54,1,58,1,46,3,64,1,44,2,40,2,23,2,51,1,67,51,3,48,76,1,79,100,1,100,100,3,90,100,2,76,100,2,56,100,1,99,100,2,93,100,2,51,100,3,99,0,97,51,54,46,65,51,100,100,0,0,51,The feedback helped me to carry on learning when I felt I was getting questions wrong,Changes in behaviour and feelings depending on mistakes made in answering questions and how AI responses effected how a person feels,Interesting study. It made me want to learn more about Philosophy,positive
2025-11-15 05:00:28,2025-11-15 05:48:10,2861,2025-11-15 05:48:11,R_2kbHAWQJRYeLHLq,67bacfb90b624127a2d26627,4,51,1,2,5,3,98.3,0.6,0.7,88.9,91.2,82,76,2,60,100,3,100,1,100,1,100,3,97,1,89,1,99,3,59,1,100,2,85,70,1,89,96,3,85,97,1,84,100,1,100,100,3,100,100,2,100,100,1,71,97,1,100,100,1,83,95,1,100,0,98,80,85,79,100,50,90,100,98,0,100,It has helped me understand more on the philosophical concepts,Knowledge on key concept on Philosophy,The study is educative and enjoyable,positive
2025-11-15 04:41:46,2025-11-15 05:27:08,2722,2025-11-15 05:27:09,R_75LrgxQdAfAlZWZ,67a9af472159f71c51b88aa6,4,42,2,1,4,4,99.1,0.7,0.8,48,50.4,83,76,3,87,100,1,26,1,45,1,51,1,35,1,51,3,53,1,36,2,41,1,55,70,1,90,100,1,57,96,1,29,100,1,65,100,3,38,98,1,52,97,1,49,100,1,38,100,1,33,100,2,53,0,100,51,85,42,100,47,98,100,96,5,63,"I like how when I got it right, the AI made me feel proud, at the same time making me feel like it's ok when I got them wrong. It reassured me that my thought process made sense  why I chose what I did and then gave me the right answer. ",Our knowledge about philosophy was only a fraction of the reasoning behind the study. I believe they chose philosophy because many people may not have a large understanding of the subject so it was a good way to test how people felt towards the AI's responses when being right as well as being wrong.,I would love to know how many I got right especially in the second set of questioning. Also I was wondering if there is a reason why you asked if we'd like to learn more about each subject matter. If there is I would like access to it.,positive
2025-11-14 15:07:08,2025-11-14 15:49:48,2560,2025-11-14 15:49:49,R_3BSjQJZadncT7fu,6914e0900c27e175798f4983,4,44,1,2,6,4,99.8,0.7,0.5,42.2,57.3,38,29,3,11,100,1,0,1,100,1,100,1,13,1,16,3,100,1,14,2,0,1,68,60,1,100,100,3,47,100,1,90,99,1,77,99,3,46,100,3,27,100,2,14,100,1,100,100,3,46,100,1,26,100,100,31,55,48,83,49,100,100,0,0,100,It made me realize that my misconceptions are not absolut even though I may not currently associated the concepts with their origins. It also made me feel confident that I had a better grasp of philosophy than I thought.,"The effect of AI generated feedback/responses on the confidence, learning and interest of students.",This was an enjoyable study that actually makes me want to learn more about the concepts that I was exposed to.,positive
2025-11-15 04:45:19,2025-11-15 05:06:37,1278,2025-11-15 05:06:37,R_8ZZWpMd6DRS5eIk,6658b143b91466db56e72a73,4,30,2,3,5,5,99.9,0.7,0.6,5.2,70.3,52,20,4,0,100,3,0,1,0,1,0,1,0,1,5,3,0,1,47,2,0,1,0,31,3,71,100,3,50,100,1,100,100,3,51,100,1,85,99,1,49,100,1,48,100,1,100,100,1,50,100,3,99,0,100,51,54,34,72,51,66,98,0,0,50,It has influenced me to explore and learn more about key Philosophical concepts.,How AI can support learning and development in new areas.,No,positive
